"id","product","review","category"
"3245","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3246","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3247","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3248","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3249","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3250","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3251","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3252","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"3253","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3254","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3255","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3256","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3257","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3258","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3259","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3260","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3261","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3262","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3263","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3264","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3265","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3266","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3267","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3268","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3269","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3270","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3271","Sprinkler System","Average system","water pressure could be better."""""
"3272","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3273","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3274","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3275","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3276","Sprinkler System","Average system","water pressure could be better."""""
"3277","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3278","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3279","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3280","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3281","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3282","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3283","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3284","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3285","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3286","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3287","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3288","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3289","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3290","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3291","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3292","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3293","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3294","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3295","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3296","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3297","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3298","Sprinkler System","Average system","water pressure could be better."""""
"3299","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3300","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3301","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3302","Sprinkler System","Average system","water pressure could be better."""""
"3303","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3304","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3305","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3306","Compost Manure","Terrible quality manure","waste of money."""""
"3307","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3308","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3309","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3310","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3311","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3312","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3313","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3314","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3315","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3316","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3317","Compost Manure","Terrible quality manure","waste of money."""""
"3318","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3319","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3320","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3321","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3322","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3323","Sprinkler System","Average system","water pressure could be better."""""
"3324","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3325","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3326","Sprinkler System","Average system","water pressure could be better."""""
"3327","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3328","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3329","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3330","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3331","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3332","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3333","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3334","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3335","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3336","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3337","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3338","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3339","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3340","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3341","Sprinkler System","Average system","water pressure could be better."""""
"3342","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3343","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3344","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3345","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3346","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3347","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3348","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3349","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3350","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3351","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3352","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3353","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3354","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3355","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
