"id","product","review","category"
"2942","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2943","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2944","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2945","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2946","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2947","Compost Manure","Terrible quality manure","waste of money."""""
"2948","Sprinkler System","Average system","water pressure could be better."""""
"2949","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2950","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2951","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2952","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2953","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2954","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2955","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2956","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2957","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2958","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2959","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2960","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2961","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2962","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2963","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2964","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2965","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2966","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2967","Compost Manure","Terrible quality manure","waste of money."""""
"2968","Sprinkler System","Average system","water pressure could be better."""""
"2969","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2970","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2971","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2972","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2973","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2974","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2975","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2976","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2977","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2978","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2979","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2980","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2981","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2982","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2983","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2984","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2985","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2986","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2987","Compost Manure","Terrible quality manure","waste of money."""""
"2988","Sprinkler System","Average system","water pressure could be better."""""
"2989","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2990","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2991","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2992","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2993","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2994","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2995","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2996","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2997","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2998","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2999","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3000","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3001","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3002","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"3003","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3004","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3005","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3006","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3007","Compost Manure","Terrible quality manure","waste of money."""""
"3008","Sprinkler System","Average system","water pressure could be better."""""
"3009","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3010","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3011","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3012","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3013","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3014","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3015","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3016","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3017","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3018","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3019","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3020","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3021","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3022","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"3023","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3024","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3025","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3026","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3027","Compost Manure","Terrible quality manure","waste of money."""""
"3028","Sprinkler System","Average system","water pressure could be better."""""
"3029","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3030","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3031","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3032","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3033","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3034","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3035","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3036","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3037","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3038","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3039","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3040","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3041","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3042","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"3043","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3044","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3045","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"3046","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3047","Compost Manure","Terrible quality manure","waste of money."""""
"3048","Sprinkler System","Average system","water pressure could be better."""""
"3049","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3050","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3051","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3052","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3053","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
